Group_Name,avg_time_per_book,bookshelf_link,category,curr_reading_authors,curr_reading_titles,group_type,location,member_cnt,tags
Teen Books,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,5,"bookclub, books, community, ya, young-adult"
YA Book Club,56.0,https://www.goodreads.com/group/bookshelf/416605-ya-book-club,"Books & Literature, Young Adult","Rainbow Rowell, Simini Blocker</span></a> <span class=""authorName greyText smallText role"">(Illustrator)","""Almost Midnight""",This is a public group. Anyone can join and invite others to join.,NA,25,"bookclub, bookclub-young-adult-books, teen, young-adult-books"
general book club,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,24,"adult, bookclub, books, books-and-literature, bookshelf, fiction, nonfiction, youngadult"
Unofficial LibriVox Reading Group,0.0,https://www.goodreads.com/group/bookshelf/417123-unofficial-librivox-reading-group,"Organizations, Volunteer Organizations",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,10,"any-type-of-book, bookclub, have-fun-reading, librivox"
Busy Girls Book Club,0.0,,"Organizations, Clubs & Societies",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,3,bookclub
Close Reads - Unofficial,116.0,https://www.goodreads.com/group/bookshelf/416138-close-reads---unofficial,"Just for Fun, Fan Clubs",E.M. Forster,"""Howards End""",This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, circe, close-reads, closereaders"
Mister Ho Teaches Reading Group,0.0,,"Student Groups, Study Groups",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,2,"bookclub, middleschool, middleschoolbookclub, misterhoteaches, yabooks"
Saunders Library Book Club,0.0,,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Tampa, FL",2,"bookclub, historical-fiction, international-literature"
Moonlight & Mystery,0.0,https://www.goodreads.com/group/bookshelf/416296-moonlight-mystery,"Books & Literature, Mystery & Thrillers",,,This is a public group. Anyone can join and invite others to join.,NA,7,"adventure-books, alpha-males, amazon-fiction, beachreads, bestsellers, bestselling-novels, book-recommendations, bookclub, crime-mystery, dream-jumper"
Words that Inspire,0.0,,"Books & Literature, Nonfiction",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,6,"bookclub, inspirational-books, readingclub"
Le regroupement du Bookclub,0.0,,"Books & Literature, Entertainment",,,This is a public group. Anyone can join and invite others to join.,Canada,6,"bookclub, facebook"
Dead Poets Societh 👁️‍🗨️,0.0,https://www.goodreads.com/group/bookshelf/416522-dead-poets-societh-x1f441-x1f5e8,"Books & Literature, Poetry",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",Italy,4,"bookclub, essays, poetry, translations"
48158 Reads & Wines,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Manchester, MI",3,"bookclub, moms-book-club, wine-drinking"
LadiLyke's Book Club 2018,0.0,https://www.goodreads.com/group/bookshelf/416441-ladilyke-s-book-club-2018,"Just for Fun, Outlandish Statements",,,This is a public group. Anyone can join and invite others to join.,NA,9,"bookclub, self-help-books, urban-fiction"
Cucumber Blessings Terrace House Book Club,0.0,,"Friends & Common Interest, Beliefs & Causes",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,6,"blessings, bookclub, cucumbers, friends, reading-with-friends"
The Secret Book Society ,26.0,https://www.goodreads.com/group/bookshelf/395005-the-secret-book-society,"Books & Literature, Literature & Fiction",John Green,"""Turtles All the Way Down""",This is a private group. Members must be invited or approved by the group's moderator.,NA,165,"adventure, bookclub, fantasy, just-for-fun, romance, science-fiction"
Hội Thích Đọc Sách,0.0,https://www.goodreads.com/group/bookshelf/103098-h-i-th-ch-c-s-ch,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,Viet Nam,4315,bookclub
Romance Readers Rendezvous ,0.0,https://www.goodreads.com/group/bookshelf/170627-romance-readers-rendezvous,"Books & Literature, Romance",,,This is a public group. Anyone can join and invite others to join.,NA,1195,"2015, adult, alpha, alpha-males, authors, authors-and-readers, book, book-challenge, bookclub, contemporary-romance"
Let Me Start By Saying I Love Books,0.0,https://www.goodreads.com/group/bookshelf/415546-let-me-start-by-saying-i-love-books,"Books & Literature, Entertainment",,,This is a public group. Anyone can join and invite others to join.,NA,28,"bookclub, books-that-are-awesome"
Read African,30.0,https://www.goodreads.com/group/bookshelf/415670-read-african,"Books & Literature, General",Dinaw Mengestu,"""The Beautiful Things That Heaven Bears""",This is a public group. Anyone can join and invite others to join.,NA,6,"african, african-authors, black, black-authors, bookclub"
Promoting Yorkshire Authors Book Group,30.0,https://www.goodreads.com/group/bookshelf/415892-promoting-yorkshire-authors-book-group,"Books & Literature, General",Bryan Pentelow,"""Sprocket and the Great Northern Forest (Sprocket Sagas #1)""",This is a public group. Anyone can join and invite others to join.,The United Kingdom,9,"bookclub, crime-thrillers, fiction, science-fiction-fantasy, yorkshire"
Thinkers,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,Bangladesh,2,"bookclub, evolution, philosophy, science, thriller-etc"
Let's Get Graphic!,0.0,,"Books & Literature, Comics & Graphic Novels",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Murfreesboro, TN",8,"bookclub, comics, graphic-novels"
HRC Great Hall YA Booklovers,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,21,"bookclub, harry-potter, young-adult"
The Story Club,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,Canada,18,"bookclub, classics, l-m-montgomery"
Book Readers League,0.0,,"Books & Literature, Young Adult",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,2,"bookclub, free-chatting, friendly-group"
Book Oasis,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,19,"adventure, bookclub, fantasy, fiction, horror, lgbtq, magic-realism, mystery, new-adult, romance"
We Love YA Books,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,"Wilmette, IL",11,"bookclub, bookclub-young-adult, bookgroup, discussion, fun-and-games, monthly-reads, young-adult-books"
Too Nerdy to Teenage,0.0,,"Just for Fun, Totally Pointless",,,This is a public group. Anyone can join and invite others to join.,Canada,7,"bookclub, books, teenagers, ya"
Wattpad Book Club,0.0,https://www.goodreads.com/group/bookshelf/415912-wattpad-book-club,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,67,"book-club, bookclub, free-books, online-book-club, online-books, romance, wattpad, wattpad-account, wattpad-authors, wattpad-help"
Spinecrackers RVA,0.0,,"Friends & Common Interest, Friends",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,4,"bookclub, richmond-va"
2018 Online Salem Reads Book Club,0.0,https://www.goodreads.com/group/bookshelf/415831-2018-online-salem-reads-book-club,"Books & Literature, Nonfiction",,,This is a public group. Anyone can join and invite others to join.,"Salem, OR",18,"bookclub, refugees, soccer"
The Invisible Librarians,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,18,"blog, bookclub, promote-your-book, readalong"
Parent and Child Reading Club,52.0,https://www.goodreads.com/group/bookshelf/416010-parent-and-child-reading-club,"Books & Literature, Children's Books","Richard Atwater, Florence Atwater","""Mr. Popper's Penguins""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Kansas City, MO",15,"bookclub, children-s-literature"
ARMY BOOKCLUB ,0.0,https://www.goodreads.com/group/bookshelf/415911-army-bookclub,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,42,"army, army-bookclub, bookclub, bts"
Well-Read Black Girl,30.0,https://www.goodreads.com/group/bookshelf/415672-well-read-black-girl,"Just for Fun, Totally Pointless",Jesmyn Ward,"""Sing, Unburied, Sing""","This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Las Vegas, NV",62,"african-american-literature, blackgirlmagic, bookclub, fiction-and-nonfiction, romance, wellreadblack-girl"
CotNN Book Club,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,9,"book-discussions, bookclub, books, bookworms, reading-challenge"
Book Review Group ~ Words Turn Me On,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,33,"bookclub, books, fantasy, paranormal, reviews, romance, scifi"
"SF, Fantasy, Contemporary: Read, Feast, Chat, Repeat!",30.0,https://www.goodreads.com/group/bookshelf/416014-sf-fantasy-contemporary-read-feast-chat-repeat,"Books & Literature, Science Fiction & Fantasy",C.S. Lewis,"""Out of the Silent Planet (Space Trilogy, #1)""",This is a public group. Anyone can join and invite others to join.,NA,12,"bookclub, contemporary-fiction, contemporary-literature, fantasy, fantasy-novels, literary-discussion, literary-fiction, science-fiction"
PRL Muenster Online Bookclub,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,"S0K 2Y0, Canada",5,"bookclub, enjoy-reading, read-for-fun"
Laurel County Public Library,0.0,,"Organizations, Libraries",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","London, KY",25,"adults, bookclub, young-adults"
The Pumpkin Patch!,0.0,https://www.goodreads.com/group/bookshelf/408986-the-pumpkin-patch,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, cyberpunk, fantasy, science-fiction, scifi"
